,Unnamed: 0,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Actual_Churn,Predicted_Churn,No_Churn_Rate,Churn_Rate,contract_label,tech_service_label,entertainment_label,communication_label
4891,4891,8875-AKBYH,Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,No,Yes,0.4241273514914335,0.5758726485085665,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
4892,4892,4432-ADRLB,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,Yes,Yes,0.372533653887413,0.627466346112587,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
4897,4897,8993-PHFWD,Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,Yes,Yes,0.1288106953074201,0.8711893046925798,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
4898,4898,1565-RHDJD,Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Yes,Yes,0.1405339062680807,0.8594660937319193,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,No action needed
4899,4899,7137-RYLPP,Male,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,Yes,Yes,0.3648188333861258,0.6351811666138741,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
4900,4900,3765-JXVKY,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,Yes,0.0732403367416194,0.9267596632583806,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
4902,4902,7330-WZLNC,Female,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,Yes,Yes,0.1175619947478235,0.8824380052521764,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4907,4907,3957-LXOLK,Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,Yes,Yes,0.1809796744027242,0.8190203255972758,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
4911,4911,5281-BUZGT,Male,Yes,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,Yes,Yes,0.4578901720001789,0.5421098279998211,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
4915,4915,3420-YJLQT,Female,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,No,Yes,0.36401031344546,0.63598968655454,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
4923,4923,5378-IKEEG,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,Yes,Yes,0.0383089494422905,0.9616910505577094,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4927,4927,2718-GAXQD,Female,Yes,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,Yes,Yes,0.2942542596490577,0.7057457403509423,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Engage with senior citizens to better understand their needs and concerns.
4929,4929,8180-AKMJV,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,No,Yes,0.3554876146496876,0.6445123853503124,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
4937,4937,6413-XKKPU,Male,No,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,Yes,Yes,0.4056076698539718,0.5943923301460282,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,No action needed
4939,4939,3703-KBKZP,Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No,Yes,0.4560059823882655,0.5439940176117345,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Engage with senior citizens to better understand their needs and concerns.
4941,4941,2626-URJFX,Male,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,Yes,Yes,0.3058515317002813,0.6941484682997187,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,No action needed
4945,4945,2612-RRIDN,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,Yes,Yes,0.1369565206570865,0.8630434793429135,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4946,4946,4735-ASGMA,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes,Yes,0.1587308384759322,0.8412691615240677,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4947,4947,3446-QDSZF,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.5,227.35,No,Yes,0.343072899605072,0.656927100394928,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4948,4948,3669-LVWZB,Male,No,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,Yes,Yes,0.2345314256524302,0.7654685743475698,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4949,4949,6892-EZDTG,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,Yes,0.1164362671010146,0.8835637328989854,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4950,4950,5117-IFGPS,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,No,Yes,0.3746951941847413,0.6253048058152587,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
4953,4953,9725-SCPZG,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes,Yes,0.1796985662036353,0.8203014337963647,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,No action needed
4954,4954,5884-GCYMI,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,Yes,0.10279627687565,0.8972037231243499,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
4955,4955,3217-FZDMN,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes,Yes,0.1407971921797086,0.8592028078202913,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
4958,4958,7853-GVUDZ,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,Yes,0.3733211125474542,0.6266788874525457,Create and Promote mid to long term contracts,No action needed,No action needed,No action needed
4959,4959,7480-QNVZJ,Male,Yes,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Yes,Yes,0.1630902285494125,0.8369097714505874,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
4963,4963,3943-KDREE,Female,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,Yes,0.2812744581772466,0.7187255418227534,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
4964,4964,9239-ZBZZV,Female,No,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,Yes,0.1902810732944876,0.8097189267055124,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4966,4966,4398-HSCJH,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes,Yes,0.4213376492270856,0.5786623507729144,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4973,4973,4430-UZIPO,Male,No,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes,Yes,0.3294084250555893,0.6705915749444107,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
4977,4977,4855-SNKMY,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,Yes,0.2222408379279723,0.7777591620720277,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
4980,4980,8008-HAWED,Male,No,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,Yes,0.2710622391282554,0.7289377608717446,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4982,4982,1862-SKORY,Female,Yes,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes,Yes,0.4349493718355072,0.5650506281644928,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
4990,4990,1502-XFCVR,Female,No,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,Yes,0.4223206784769803,0.5776793215230197,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4993,4993,9692-TUSXH,Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,Yes,0.1795548640402409,0.8204451359597591,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
4994,4994,7912-SYRQT,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,Yes,0.1400851089515526,0.8599148910484473,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
4996,4996,4816-JBHOV,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,Yes,Yes,0.2170996566533103,0.7829003433466897,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Engage with senior citizens to better understand their needs and concerns.
5002,5002,1867-BDVFH,Male,No,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,Yes,0.2910149654430095,0.7089850345569905,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,No action needed
5004,5004,2359-QWQUL,Female,No,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,Yes,Yes,0.4984555738749836,0.5015444261250164,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5015,5015,4140-WJAWW,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,Yes,Yes,0.4523532317450326,0.5476467682549674,Create and Promote mid to long term contracts,No action needed,No action needed,Customize communication for customers with no dependents.
5018,5018,3320-VEOYC,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No,Yes,0.2518339711930834,0.7481660288069166,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
5022,5022,6653-CBBOM,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,Yes,0.0817937800962267,0.9182062199037732,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5026,5026,3247-ZVOUO,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,Yes,Yes,0.1457414254328944,0.8542585745671055,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
5029,5029,6101-IMRMM,Male,No,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,Yes,Yes,0.1985867683130223,0.8014132316869776,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,No action needed
5031,5031,5429-LWCMV,Female,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,No,Yes,0.2997517312353503,0.7002482687646496,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5032,5032,7298-IZWLY,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,Yes,0.413986303622455,0.586013696377545,Create and Promote mid to long term contracts,No action needed,No action needed,Customize communication for customers with no dependents.
5034,5034,3955-JBZZM,Male,No,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,No,Yes,0.409617148880966,0.590382851119034,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5035,5035,1268-ASBGA,Female,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,Yes,Yes,0.1525348952644717,0.8474651047355283,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
5036,5036,8943-URTMR,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,Yes,Yes,0.2057734491023964,0.7942265508976035,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5038,5038,4713-LZDRV,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,Yes,0.116679227310129,0.883320772689871,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
5042,5042,4325-NFSKC,Male,Yes,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,Yes,Yes,0.3681222588807542,0.6318777411192458,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
5045,5045,7252-NTGSS,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,No,Yes,0.2703866909357129,0.7296133090642871,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5048,5048,2955-PSXOE,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,Yes,0.4066940458619899,0.5933059541380101,Create and Promote mid to long term contracts,No action needed,No action needed,Customize communication for customers with no dependents.
5049,5049,7762-URZQH,Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,Yes,Yes,0.4137973489635363,0.5862026510364636,No action needed,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5056,5056,7354-OIJLX,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,No,Yes,0.3807733919769862,0.6192266080230138,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5058,5058,6907-NZZIJ,Female,No,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Yes,Yes,0.1753528427276648,0.8246471572723352,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5061,5061,2911-UREFD,Female,No,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,Yes,Yes,0.2346686198437665,0.7653313801562335,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5062,5062,3744-ZRRDZ,Male,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,Yes,Yes,0.2220321762592002,0.7779678237407998,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5063,5063,5673-TIYIB,Male,No,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,Yes,0.1593631730080095,0.8406368269919905,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5068,5068,1602-IJQQE,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,Yes,Yes,0.1111832545446606,0.8888167454553394,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5069,5069,4628-WQCQQ,Male,No,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,Yes,Yes,0.4520431139201374,0.5479568860798626,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,No action needed
5070,5070,1746-TGTWV,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,No,Yes,0.4896425250623391,0.5103574749376609,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5071,5071,5995-SNNEW,Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,No,Yes,0.4913597632904312,0.5086402367095688,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
5075,5075,1644-IRKSF,Female,No,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes,Yes,0.3679794091892321,0.6320205908107679,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,No action needed
5089,5089,6502-HCJTI,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,Yes,0.328419639423016,0.671580360576984,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
5090,5090,2606-RMDHZ,Male,No,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,Yes,0.2260499961627367,0.7739500038372633,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5097,5097,8258-GSTJK,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,Yes,0.0873986177147265,0.9126013822852734,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Engage with senior citizens to better understand their needs and concerns.
5099,5099,9940-RHLFB,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,Yes,0.1089073442384634,0.8910926557615365,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5109,5109,8541-QVFKM,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,Yes,0.3344162053362588,0.6655837946637412,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5110,5110,6686-YPGHK,Male,Yes,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes,Yes,0.3574827095387317,0.6425172904612683,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
5115,5115,4759-TRPLW,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,Yes,0.0757725483092575,0.9242274516907424,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5122,5122,8020-BWHYL,Female,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,Yes,0.2565502805231938,0.7434497194768062,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Engage with senior citizens to better understand their needs and concerns.
5124,5124,2982-VPSGI,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,Yes,0.1264055116846497,0.8735944883153502,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5126,5126,8199-ZLLSA,Male,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes,Yes,0.2167724818625497,0.7832275181374503,Create and Promote mid to long term contracts,No action needed,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5129,5129,4625-EWPTF,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,Yes,0.2775568861909212,0.7224431138090788,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5130,5130,5980-NOPLP,Female,No,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,Yes,0.1494101959512911,0.8505898040487089,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5132,5132,6892-XPFPU,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,Yes,0.2616235189341022,0.7383764810658978,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Engage with senior citizens to better understand their needs and concerns.
5133,5133,8010-EZLOU,Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,Yes,0.2654131487388467,0.7345868512611533,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Engage with senior citizens to better understand their needs and concerns.
5134,5134,1156-ZFYDO,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,Yes,0.3120106092536053,0.6879893907463946,Create and Promote mid to long term contracts,No action needed,No action needed,Customize communication for customers with no dependents.
5135,5135,3295-YVUSR,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,Yes,0.4402713116737898,0.5597286883262101,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Engage with senior citizens to better understand their needs and concerns.
5139,5139,7577-SWIFR,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,Yes,0.1619928469927475,0.8380071530072525,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,Customize communication for customers with no dependents.
5145,5145,3797-FKOGQ,Male,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,Yes,0.3980409351369114,0.6019590648630886,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,No action needed
5153,5153,9874-QLCLH,Female,No,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,Yes,0.2315675268822947,0.7684324731177052,Create and Promote mid to long term contracts,Promote Tech Services,Enhance and Promote Entertainment Services,No action needed
5158,5158,5928-QLDHB,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,No,Yes,0.4030688435774869,0.596931156422513,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5159,5159,9840-EFJQB,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,No,Yes,0.2501114585980336,0.7498885414019664,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Customize communication for customers with no dependents.
5164,5164,8062-YBDOE,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,Yes,0.0709509207696719,0.929049079230328,Create and Promote mid to long term contracts,Promote Tech Services,No action needed,Engage with senior citizens to better understand their needs and concerns.
